appid,voted_up,review
730,1,이 게임이 발로보다 구린 단 한가지가 탈주자 없으면 서렌 안되는거임
730,1,"Меня выебали 100, но я не сдался)"
730,1,똥손으로 처음 접하는 총쏘는 게임. 조작법이 간단해서 할만하다. 문제는 보이지 않는 누군가의 의해서 3초밖에 버틸수 없다는것 . 나는 총을 못쏴봤다.  역시 나는 싱글플레이어 힐링 게임이 좋다. 이 거지 같은 게임
730,1,군대간 사이에 짜장새끼들이 내 1130시간을 무로 만들었다 ㅅ발새끼들 ⣿⣿⣿⣿⣿⠟⠋⠄⠄⠄⠄⠄⠄⠄⢁⠈⢻⢿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⠃⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠈⡀⠭⢿⣿⣿⣿⣿ ⣿⣿⣿⣿⡟⠄⢀⣾⣿⣿⣿⣷⣶⣿⣷⣶⣶⡆⠄⠄⠄⣿⣿⣿⣿ ⣿⣿⣿⣿⡇⢀⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠄⠄⢸⣿⣿⣿⣿ ⣿⣿⣿⣿⣇⣼⣿⣿⠿⠶⠙⣿⡟⠡⣴⣿⣽⣿⣧⠄⢸⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣾⣿⣿⣟⣭⣾⣿⣷⣶⣶⣴⣶⣿⣿⢄⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⡟⣩⣿⣿⣿⡏⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣹⡋⠘⠷⣦⣀⣠⡶⠁⠈⠁⠄⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣍⠃⣴⣶⡔⠒⠄⣠⢀⠄⠄⠄⡨⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣦⡘⠿⣷⣿⠿⠟⠃⠄⠄⣠⡇⠈⠻⣿⣿⣿⣿ ⣿⣿⣿⣿⡿⠟⠋⢁⣷⣠⠄⠄⠄⠄⣀⣠⣾⡟⠄⠄⠄⠄⠉⠙⠻ ⡿⠟⠋⠁⠄⠄⠄⢸⣿⣿⡯⢓⣴⣾⣿⣿⡟⠄⠄⠄⠄⠄⠄⠄⠄ ⠄⠄⠄⠄⠄⠄⠄⣿⡟⣷⠄⠹⣿⣿⣿⡿⠁⠄⠄⠄⠄⠄⠄⠄⠄ ⠄⠄⠄⠄⠄⠄⣸⣿⡷⡇⠄⣴⣾⣿⣿⠃⠄⠄⠄⠄⠄⠄⠄⠄⠄ ⠄⠄⠄⠄⠄⠄⣿⣿⠃⣦⣄⣿⣿⣿⠇⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄ ⠄⠄⠄⠄⠄⢸⣿⠗⢈⡶⣷⣿⣿⡏⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄
730,0,Tlqkf 훈련소 갔다 온 동안 해킹당해서 정지먹었는데 몇번이나 문의 넣어도 안풀어주더라 유도리 ㅈㄴ없네 러시아 ip던데 TLqkf
730,0,?  보통 2를 낸다고 하면 새로운게임을 따로 하나 만들지 않나? 기존게임에 덮어쓰기를 한다고 발상이 신기하네 비추천
730,0,DO NOT PLAY THIS DREADFUL GAME I WOULD RATHER JUMP OF A BRIDGE THAN TOUCH IT AGAIN :)
730,1,"FPS의 근본 게임이며, 재미는 뭐 말할 것 없고 맵 퀄리티도 상당함. 근데 Counter Strike 2 라고 야심차게 새로운 게임으로 출시할 정도로 바뀐건 없어요, 글로벌 오펜시브에 비해서."
730,1,En saa uutta tuotetta haltuuni --> CS2. En halua jatkossa asioida yrityksenne kanssa.
730,1,짱깨 러샤애들 입 막고 핵쟁이 쳐내면 세계최고의 근본 명작 FPS 게임
730,1,게임 플레이 스타일이 좀 달라짐 클래식에서 벗어나는 시도는 꽤 괜찮은듯 앞으로 운영만 잘되면 좋겠다 핵 좀 잡고
730,1,재밌습니다 저장공간만 있으면 무조건 하시고 프라임은 자기 실력에 따라 사세요
730,1,ben oynamak 400 saat sonuncunda anlamak csgo oyun iyi
730,1,맛있다 외국 향신료가 다량 첨가되어 있지만 총 쏘는 맛을 좋아하는 나로서는 맛있다
730,1,게임이 너무 고퀄이고 해체 폭발 이라는데 더 고퀄  개제밌다
730,1,robloxta bi oyun var o oyunda roblox
730,1,얘들아 좆로란트에서 헤드노린거 억까다 뭐다 하지마라 이게임이 진정한 억까에서 살아남기다.
730,1,沒有共産黨才有新中國 没有共产党才有新中国 méiyǒu gòngchǎndǎng cái yǒu xīn zhōngguó 공산당이 없어야 신 중국이 있다. 沒有共産黨才有新中國 没有共产党才有新中国 méiyǒu gòngchǎndǎng cái yǒu xīn zhōngguó 공산당이 없어야 신 중국이 있다. 共産黨(它)腐敗為自己 共产党(它)腐败为自己 gòngchǎndǎng (tā) fǔbài wèi zìjǐ 공산당 (것들)은 자신들을 위해 부패한다. 共産黨它一心賣中國 共产党它一心卖中国 gòngchǎndǎng tā yīxīn mài zhōngguó 공산당 것들은 한마음으로 중국을 팔아먹는다. 它指給了人民死亡的道路 它指给了人民死亡的道路 tā zhǐ gěi le rénmín sǐwáng de dàolù 인민에게 죽음의 길을 가리켰고 它領導中國走向黑暗 它领导中国走向黑暗 tā lǐngdǎo zhōngguó zǒuxiàng hēiàn 중국을 암흑으로 이끈다 它殺害了國人八千萬 它杀害了国人八千万 tā shāhài le guórén bāqiānwàn 팔천만 인민을 살해했고 它敗壞了人民道德 它败坏了人民道德 tā bàihuài le rénmín dàodé 인민의 도덕을 훼손했다. 它建設了流氓土匪窩 它建设了流氓土匪窝 tā jiànshè le liúmáng tǔfěi wō 깡패들의 소굴을 세웠고 它實行了獨裁壞處多 它实行了独裁坏处多 tā shíxíng le dúcái huàichù duō 독재 체제의 나쁜 점을 많이 실행했다 沒有共産黨才有新中國 没有共产党才有新中国 méiyǒu gòngchǎndǎng cái yǒu xīn zhōngguó 공산당이 없어야 신 중국이 있다. 沒有共産黨才有新中國 没有共产党才有新中国 méiyǒu gòngchǎndǎng cái yǒu xīn zhōngguó 공산당이 없어야 신 중국이 있다.
730,1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
730,1,이유는 모르겠다만 경쟁전에서 한국말 할줄 아는 러시아인하고 매치가 잘 잡힘
730,1,https://steamcommunity.com/profiles/76561198113666193/inventory/#730_2_16782854947
730,1,당신이 성공한 인생을 살고싶다면 거들떠도 보면 안되는 게임!
730,1,최고의 총겜이긴한데 너무 어려움  내가 쏘면 다 빚나감 상대가 쏘면 다 해드샷
730,1,1000 시간 이상 할 정도로 재밌는 게임입니다. 국내에서는 다소 유명하지 않은 것 같은데 제가 가장 좋아하는 게임입니다.
730,0,핵이 더럽게 많으며 뉴비라고는 찾아볼수 없으니 가급적 안하는걸 추천함
730,1,"괜히 오랫동안 많은 사람들이 즐기는 게 아니다. FPS의 근본 CS, 에임이 어느 정도 되는 사람이라면 재밌게 즐길만 합니다.  어떤 행동을 하더라도 대부분의 행동에서 소리가 나기 때문에 사플도 많이 중요하고 상대가 압도적으로 잘 해서 보는 족족 머리를 따여도 버틸 수 있는 튼튼한 멘탈도 필요합니다.  최근에 프리미어만 해서 경쟁은 잘 모르겠지만 캐주얼은 사람 많은 특정 시간대를 제외하면 유저가 없어서 봇들이랑 놀거나 중국 작업장이랑 매칭 잡혀서 강퇴당하는 불쾌한 경험도 할 수 있으니 주의가 필요합니다.  경쟁 여러번 해보시고 너무 재밌다 하시면 프라임 결제하세요. 매주 수요일 마다 초기화되는 레벨업 보상이 있어서 이걸 팔면 약간 돈을 벌 수도 있습니다."
730,1,https://steamcommunity.com/id/donkgojo/inventory/#730_2_41640713724 https://steamcommunity.com/id/b1t333/inventory/#730_2_38824393609 https://steamcommunity.com/profiles/76561198023592320/inventory/#730_2_13592133217
730,1,"Узбеки в этой игре- это отдельный мем.Не советую с ними играть.А так, игру советую.Поляки топ"
730,1,"핵 안막아서 프라임 사게 만드려는게 학계의 정설, 하지만 프라임 사도 많다는게 함정. 우리 왼쪽에 빨간색 나라랑 우리 위쪽 쭉가면 불곰나라가 매칭되는 팀원의 99%인 게임,"
730,1,"지독하게 가난했던 어린 시절. 나는 10살 때 상도동으로 이사하는 바람에 친구는 한 명도 없었다. 심각하게 내성적인 성격으로 친구 사귀기를 힘들어했던 어느 날... 밀리터리 덕후 친구를 만나게 되었고, 그렇게 카운터 스트라이크 1.6을 접하게 되었다. 친구따라 볼록 모니터에 사양이 좋지 않았던 피시방을 밥먹듯 놀러 다녔고, 당시 친구는 PC방 대회에 나갈 정도로 FPS 게임에 신동이었다. 그 당시 20대 형들과 아저씨들은 10살짜리 꼬마가 휘두르는 AK를 보고 감탄했던 기억이 떠오른다. 나에게 소중한 추억이자 가장 완벽한 게임, 카운터 스트라이크였다."
730,1,https://steamcommunity.com/id/FMPONE/inventory/#730_2_38467376667 https://steamcommunity.com/id/ITFYTD/inventory/#730_2_4168219487 https://steamcommunity.com/profiles/76561198197530105/inventory/#730_2_37185877866  ♥
730,0,"Россияне, китайцы, испортили эту игру."
730,1,재미있는데 핵이 많긴함 근데 핵 있으면 다른 그룹 가면됨
730,1,실버부터 글엘까지 한 매치에서 볼수있는 미쳐버린 매칭 시스템
730,1,"- PC room I'm wearing dirty clothes to the PC room on purpose.  And when I turned on the GLOB, the background music of the game sounded so grand  Everyone around me looks at me  ""Isn't that Global Opportunity?""  ""Pfft, you're playing such a difficult game with such a poor outfit.""  ""You're obviously a Newbie, but you're a beginner trying to taste the Seoul server after hearing rumors.""  I don't care if the person next to me watches it or not  Take out a USP and grab it  If you have a cigarette on the main screen  People around me gathered around me  ""Wow, you're crazy. You're a global elite.""  ""Oh, my...""""Is it real?"" ""No. Isn't it the best thing in my area?"" Heejun said last time that he can't go to ""Glass.""  ""What is this person doing that you were humbly not saying anything even though you had this skill?'  I don't know how to talk like this much  There. My seat.'  If you say this, the spectators will  ""Sorry...""I'm sorry  ""Hey!"" 'Stop taking pictures and hurry up and move away! What are you doing  Then I'll go to a high school girl who's taking a picture of her face with a camera  'Pictures. difficulty.'  Please say something and sit down again  I watch CS:GO videos on YouTube  ""This is how much money you have""  When I was saying something  A female part-timer at a PC room (Cool Beauty, known for being the prettiest in the neighborhood, with a body level of S)  ""It's free.""  He gave me a cup of coffee and there was a post-it under the cup  ""Do you want to play Battleground with us?"" , , 010-XXXX-XXXX'    [Laughing] [Laughing] [Laughing] [Laughing]!!! Laughing...Lol... Lol...      -Lunar New Year -  I had a fight with my family while playing Cass in Lunar New Year...  ""What's that humble old game?""  I was watching TV with my damn family.. I heard a disgusting word that I couldn't let go of.  ""Oh, was it a cheap Nexon game with zombies?""  ""Well, they'll be caught up by Valorant in a few months.""  Hey...  ""Really, they make it up. They're all the same shooting game.""  Knock it off.  ""What? Major? Hey, the only thing a major can do is baseball! Hahahaha!"" ""E-sports?"" Sitting on the computer is a sport! ""Hey!""  Strain- I did it...  ""Haha! That's amazing!""  What?  ""Ha ha! We lost! This was a super big game! Let's be legends again and dominate the FPS game world, hey!"" ""My heart for LUCAS was delivered!"" ""I want to buy the M9 Sapphire from Invent!""  All of a sudden, the atmosphere became friendly -_-;  For the rest of the time, we continued to discuss and revise the contents by reading Namuwiki's text.  (They were fighting about who is better at playing the game between device and simple in Namuwiki GOAT, but as I kept revising simple to GOAT, the fans of device players are coordinating and reporting it. Thanks to this, I was blocked by IP. I think my sister [16 years old, beautiful girl of grade S in Tokyo, looking into her agency, ranking AK 1] is the culprit. It was so cute that I couldn't help but move on.)  This Lunar New Year It might be quite enjoyable."
730,1,"게임을 설치하는 것은 무료이지만, 경쟁또는 티어 등등 이런 것을 하려면 프라임 계정을 사야합니다, 캐주얼 모드는 무료로 할 수 있는데, 생각보다 재밌고 발로란트랑 비슷합니다, 하지만 핵이 조금 있어요, 충분히 프라임 계정을 살 만큼에 가치가 있다고 생각합니다"
730,1,⣿⣿⣿⣿⣿⠟⠋⠄⠄⠄⠄⠄⠄⠄⢁⠈⢻⢿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⠃⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠈⡀⠭⢿⣿⣿⣿⣿ ⣿⣿⣿⣿⡟⠄⢀⣾⣿⣿⣿⣷⣶⣿⣷⣶⣶⡆⠄⠄⠄⣿⣿⣿⣿ ⣿⣿⣿⣿⡇⢀⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠄⠄⢸⣿⣿⣿⣿ ⣿⣿⣿⣿⣇⣼⣿⣿⠿⠶⠙⣿⡟⠡⣴⣿⣽⣿⣧⠄⢸⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣾⣿⣿⣟⣭⣾⣿⣷⣶⣶⣴⣶⣿⣿⢄⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⡟⣩⣿⣿⣿⡏⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣹⡋⠘⠷⣦⣀⣠⡶⠁⠈⠁⠄⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣍⠃⣴⣶⡔⠒⠄⣠⢀⠄⠄⠄⡨⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣦⡘⠿⣷⣿⠿⠟⠃⠄⠄⣠⡇⠈⠻⣿⣿⣿⣿ ⣿⣿⣿⣿⡿⠟⠋⢁⣷⣠⠄⠄⠄⠄⣀⣠⣾⡟⠄⠄⠄⠄⠉⠙⠻ ⡿⠟⠋⠁⠄⠄⠄⢸⣿⣿⡯⢓⣴⣾⣿⣿⡟⠄⠄⠄⠄⠄⠄⠄⠄ ⠄⠄⠄⠄⠄⠄⠄⣿⡟⣷⠄⠹⣿⣿⣿⡿⠁⠄⠄⠄⠄⠄⠄⠄⠄ ⣿⣿⣿⣿⣻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣵⣿⣿⣿⠿⡟⣛⣧⣿⣯⣿⣝⡻⢿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⠋⠁⣴⣶⣿⣿⣿⣿⣿⣿⣿⣦⣍⢿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⢷⠄⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣏⢼⣿⣿⣿⣿ ⢹⣿⣿⢻⠎⠔⣛⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡏⣿⣿⣿⣿ ⢸⣿⣿⠇⡶⠄⣿⣿⠿⠟⡛⠛⠻⣿⡿⠿⠿⣿⣗⢣⣿⣿⣿⣿ ⠐⣿⣿⡿⣷⣾⣿⣿⣿⣾⣶⣶⣶⣿⣁⣔⣤⣀⣼⢲⣿⣿⣿⣿ ⠄⣿⣿⣿⣿⣾⣟⣿⣿⣿⣿⣿⣿⣿⡿⣿⣿⣿⢟⣾⣿⣿⣿⣿ ⠄⣟⣿⣿⣿⡷⣿⣿⣿⣿⣿⣮⣽⠛⢻⣽⣿⡇⣾⣿⣿⣿⣿⣿ ⠄⢻⣿⣿⣿⡷⠻⢻⡻⣯⣝⢿⣟⣛⣛⣛⠝⢻⣿⣿⣿⣿⣿⣿ ⠄⠸⣿⣿⡟⣹⣦⠄⠋⠻⢿⣶⣶⣶⡾⠃⡂⢾⣿⣿⣿⣿⣿⣿ ⠄⠄⠟⠋⠄⢻⣿⣧⣲⡀⡀⠄⠉⠱⣠⣾⡇⠄⠉⠛⢿⣿⣿⣿ ⠄⠄⠄⠄⠄⠈⣿⣿⣿⣷⣿⣿⢾⣾⣿⣿⣇⠄⠄⠄⠄⠄⠉⠉ ⠄⠄⠄⠄⠄⠄⠸⣿⣿⠟⠃⠄⠄⢈⣻⣿⣿⠄⠄⠄⠄⠄⠄⠄ ⠄⠄⠄⠄⠄⠄⠄⢿⣿⣾⣷⡄⠄⢾⣿⣿⣿⡄⠄⠄⠄⠄⠄⠄ ⠄⠄⠄⠄⠄⠄⠄⠸⣿⣿⣿⠃⠄⠈⢿⣿⣿⠄⠄⠄⠄⠄⠄⠄
730,1,걍 쌉 레전드임. 솔직히 기대 안하고 그냥 심심해서 깔았는데 생각보다 재밌어서 지금 이것만 계속 플레이중. 존나 쩔음. 걍 FPS 뭐할지지 고민중인 사람들은 걍 이거 하셈.
730,1,망겜                                   긍까 니들도 해라
730,1,north korea sim goews hard!!!!
730,1,요즘은 이겜 모르는 애들이 많은데 발로란트 조상격 게임 발로란트 처럼 스킬이 없어도 변수들이 많아서 재미있다
730,1,kidayt po rangam naxuy pojaluysta zayebali meenya so svoimi novami
730,1,"카스는 스팀 시작하면서 알고 있던 게임이긴 하지만 당시엔 안 했다. 하지만 최근 발로란트가 유명해지면서 자연스럽게 발로를 해봤다. 이게 무슨! 게임이 너무 똑같다. 발로의 유행에 배가 아팠다. 그래서 카스를 시작했다. 어머나 세상에... 카스를 하면 할 수록 카스는 완벽했다. 게임의 토대, 총기의 밸런스, 투척 무기들의 다양한 기능, 맵 종류, 재미, 사운드, 세세한 디테일, 맵에 따른 캐릭터 스킨, 모드, 핵, 유저 등 모든 것이 카스였다.   반면 느그집 유사 카스 짝퉁 게임은 이해할 수 없는 맵 구조, 이상한 우클릭 기능, 구별하기 힘든 스킬 및 밸런스, 캐릭터에 따른 유불리...... 하지만 발로가 더 인기있다. 여름이었다."
578080,1,스팀 아이디 해킹 당했을 때 중국인 때문에 게임 정지 먹음 ㅋㅋㅋ
578080,1,딱 현질할만한거 연막 / 원하는 총/가방 스킨 이정도가 끝 나머진 그냥 하면 됨 뉴진스 뽑고 람보뽑고했는데 돈 ㅈㄴ깨져서 그냥 필요한거만 산단 마인드로 하고 걍 하는게 나음 핵 아직도 많긴한데 사람도 많긴해서 친구들이랑 하면 재밌기는함
578080,0,불법프로그램을 사용한 적이 없는데 100년정지 먹었어요
578080,1,"시작한지 얼마 안 되었지만, 재밌어요... 다만 AS서버랑 KRJP서버 합친거는 진짜 별로임..."
578080,0,이 씨발 잘하면 무고밴 못하면 냅두는 개 짱개 짜장면집 게임 중국인 신고만 느그들 신고냐?여러분들은 시간 날리지 마시죠 혼자 열심히해서 치킨 먹으려 해도 밴당합니다~
578080,1,컴퓨터 사면 그냥 무조건 해야하는 게임 긴말 안하겠습니다
578080,0,"ㅅㅂ 24시간 무고밴좀 그만 때려라 계정 새로 만들어서 해도 계속 무고밴이네"
578080,1,재미짐 요즘 핵도 잘 잡는듯 경쟁은 안해봐서 모르겠지마는
578080,0,솔직히 다른 FPS 게임도 많은데 굳이 이게임에 흥미는 굳이 크게 없을듯 그것도다 더욱 심한거 핵쟁이들이 판을 치고 돌아다닌다는거 그러니 배린이 분들도 하다가 어디서 총을 쏜건지도 알아가는 시간도 없이 바로 그자리에서 죽어버려서 나가는버리는 경우가 허다하다는것 그리고 고인물도 많고 하니 치킨 먹기가 빡세다
578080,1,얼엑때부터 정말 재미있게 즐긴 게임 PC방 사양의 기준이 될 정도로 유행했던 국민게임 핵 만나면 화나지만 다시 누르게 되는 게임 다인큐가 훨씬 재밌고 솔큐는 엄
578080,1,배린이스쿼드 들어갔다가 님은 진짜 배린이시네요 듣고 마상입음
578080,1,지금은 많이 어렵지만 생존게임에 대한 김장감이 있고 안하고 있다 보면 생각 나는 게임입니다.
578080,0,게임 하다가 8위에서 보급 먹고 기다리고 있었는데 충돌 이 난리 치면서 나가짐 아니 사람한테 죽었으면 인정을 하겠는데 아무것도 안하고 튕겨서 자기장에 뒤진건 뭔 망겜이길래 이러는데 추천을 하겠냐
578080,0,이유 없이 무고밴을 하더니 문의를 해도 풀어주지도 않고 참 사람 당황스럽게 함. 핵을 쓰지도 않고 개못해서 의심의 여지가 없는데 영구밴처리는 너무하잖아....
578080,0,개 병신 같은 프로그램 수준 한것도 없는데 왜 영정을 떄려 씨발
578080,0,시발 중국 짱깨 애미뒤진 저능아 핵쟁이들이 존~~~~~~~~~~~~~나 많음
578080,1,장점 친구들과 같이하면 재밌다 그리고 또 재밌다 핵만 없으면 진짜 최고의 게임이다
578080,1,"정말 최고의 게임        은 아니고"
578080,1,아니 계정해킹되서 정지당한건 풀어줘야지 않소? 핵 보다 해킹이 더 문제임
578080,1,아주 재미있습니다 정말로 꼭하세요 반드시 하세요  정말재미있어요
578080,0,"Unknown crash.  Our engineers will look into this problem. 이 지랄로 작작 튕겨라"
578080,0,개 씨발련들이 계단에 처 끼는 ㅈ버그좀 고ㅠ쳐라 애ㅔ미 뒤졌냐ㅐ ㅆ발련들이 일겜이면 걍 나가겠는데 경쟁에서도 이지랄이면 어쩌자는거냐 ㅆ발 이거 보면 내 점수 돌려내라 ㅆ발련들아
578080,1,이런류의 fps게임은 배그밖에 없어요 처음하면 어렵긴한데 하다보면 재미를 찾을수 있어요 무조건 하세요 개재미있음
578080,1,뉴비들만 많이 배그로 유입된다면 너무 재밌는 게임! 질리지도 않고 시간이 녹는다.
578080,0,못 하는 사람은 암걸리는 게임 개 같은거 배그 왜 함? 그럴바엔 디맥 이지투 플라티나 랩 블루아카나 하지
578080,1,배그 배틀로얄 게임 선구자 최고의 게임 자랑스러운 국산게임 강추
578080,1,"역시 fps계의 국밥 같은 존재임 솔직히 이게임을 뛰어넘는 총게임은 없을 듯..."
578080,1,"적이 안보여요  적이 안보여서 TOP10에 간적이 많아요 재밌음"
578080,1,이 게임은 떠나도 다시 돌아오는 게임입니다. 경고합니다 발을 들이면 나가기 쉽지 않아요.
578080,1,게임에 요소들이 너무 많아 여러전략적인 플레이가 가능합니다.
578080,1,...................................................................................
578080,1,"너무 재미뜸, mui vien, great game, hao, sugoiii"
578080,0,1시간 동안 업데이트 했는데 개 씨@발 삭제하고 다시 깔라네
578080,0,이 ㅈ같은게임은 왜 플레이를 여러번 눌러서 시작해야함?시ㅡ발꺼
578080,0,"제 잘못도 아닌데 해킹 당한것도 억울한데 안풀어줌 사용한 돈이 얼마인데 스킨뽑으려고 돈도 많이 섰는데 그냥 말이 안됨. ip 추적하면 뻔히 다 나오는데 그냥 해킹당한 아이디로 중국 놈들이 핵쓴걸 나보고 어떻게 막으라고 하는건지, 2차 보안도 뚫린게 내 잘못이라네요.. 어이가 없어서 그냥. 돈내고 산 내 자신이 너무 후회됨 진심으로 왜. 나같은 피해자만 돈도 잃고 계정도 잃어버리는지 이해를 할수가 없음. 이러고는 배그 유명한사람들은 해킹당하면 바로 복구해 주겠죠.. 에휴.."
578080,1,긴장감 넘치다 어렵다 하지만 1등하면 짜릿하다 재미지다 랜쿼드하면 개새끼들이 많다
578080,0,해킹좀 막아봐요 왜 내가 정지를 먹어야해요 씨발롬ㄷㄹㅇ러ㅏㅣ;란오 ㅠㅏㅣ너ㅕㄹ오ㅔ사ㅜ류ㅗㅡ'
578080,0,이 게임이 망한다면 핵새끼들때문일거다 ㅆ 솔로 돌리면 핵쓰는 놈이 더 많은거같아
578080,1,피방오면 할 게임이 롤이랑 배그밖에 없어서 걍 ㅈ같음 게임 존나 잘 만들긴함 제작자 파이팅 !!
578080,0,"개 시발 애미없는 판정에 차타고 컨트롤2, 3, 4 연타해도 바로바로 안바뀌는건 기본, 뭐만하면 차 ㅈㄴ 미끄러지는 ㅈ 같은 게임 제발 에이펙스 레전드 보고 배울건 배워라 시발럼들아"
578080,1,매우 재미있다 창의적으로 새로운 플레이를 개척하면서 끊임없는 재미를 느낄수있다
578080,0,버그로 자꾸 튕기는 최악의 게임이지만 너 없이는 이제 살 수 없어
578080,0,배그 핵 갑자기 많아짐 부정프로그램 사용자 많음 게임을 할맛이 하나도 없어짐 의상도 전부 중국풍에 중국기업임?중국이랑 서버를 왜 합침 ?
578080,1,"같이 스쿼드하는 친구가 있는데요 개 좆같이 못합니다. 정xx 황xx 이xx개 좃같이못해요 근데도 재밌다 동의? 보근~ 근데왜 무료됏노 빡치노"
578080,0,핵못잡고 해킹당해도 운영상 그대로 유지되어야해서 조치를 못하는등의 게임을 어떻게 추천하나요 저도 정내미 떨어져서 이제 그만 할랍니다
578080,1,인생 게임 하지만 중국인들 핵은 막지 못하고있는 실정...
578080,1,"게임은 너무 재밋고 최적화도 잘되어있어서 대 만족해요  그러나 , 불법 프로그램이 판을 쳐서 흥미를 잃어가고있습니다 ... ㅠㅠ"
578080,1,아니 도대체 어디서 쏘는거야 진짜 모르겠는데 억울해 죽겠네 하
578080,0,이거 너무 애매해요 재미는 있는데 오류가 해결하기 조금 힘듦
578080,0,"봇은 배린이가 잡고 배린이는 고인물이 잡고 고인물은 핵이 잡음 이 무슨 개탄스러운 게임임"
578080,0,"fps인데 뭔 핵쟁이들만 긎득그득그득그득 해여 게임은 참 잘 만들었는데 핵이 너무너누머눔 많고 안잡아서 킹받음여 하지마"
578080,1,이런 재밌는게임을 안하면 후회함 하지만 스킨은 너무 비싼데 쳥롱베릴 가지고싶다.
578080,1,ㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗ
578080,0,"핵이 많음 듀랭 없어서 듀쿼드 2ㄷ4 강제 갱뱅당해야함"
578080,0,"씨발아 핵이 존나 판치는데 누가 하고 싶냐? 개같은 새끼들아 2만원 돈주고 샀는데 니기미 씨발 2년이 넘었는데 핵새끼들 해결은 커녕 니기미 씨발 그대로다 정신차려라 썅년들아 누가 추천을 해 썅년들아"
578080,0,컴퓨터 좋은사람이 아니라면 이 게임을 절대 하지마세요.  최적화는 제대로 이루어지지않아 렉만 엄청 걸리고 옛날엔 잘 돌아갈수있던 사양이 현재되어선 감당이 되지않는게 말이 되는 경우입니까?  그리고 정말 이 게임이 이상한게 뭘 눌렀다고 게임이 이유없이 튕겨지고 이후 접속하면 렉은 더욱 심하게 걸리는게 말이됩니까?  게임을 하지말란겁니까
578080,0,이 개같은 것들아 겜 로딩 중에 alt + tab 하면 컴터 자체에 렉 걸리는 문제가 출시 때부터 있던 문제를 아직도 안 고쳐. 이것때문에 겜 접는다. 오랜만에 업뎃 잘되었다고 해서 왔는데 또 같은 렉에 그대로 삭제한다.
578080,1,개 야르 아미르 아자르 구자르 퉁퉁퉁퉁 퉁 퉁 퉁 사후르
578080,0,아니 정지를 너무 제대로 확인 안하고 때림 무고하게 정지 먹는게 너무 많음
578080,1,돈 독오른 악귀들이 들어와서 게임을 망쳤다 그떄 그 감성은 사라지고 내년안에 탕탕특공대한테도 따일듯
578080,0,고인물 겜이라 뉴비는 설 자리가 없다 적당히 해라 망할
578080,1,너무 재미있다 님들도 꼭 해보세요 공포게임도 포함 되어 있음
